ReturnID,ItemID,EmployeeID,CustomerID,CheckOutID,ReturnedOn
236,898,137,138,236,4/16/2021 8:13
237,624,192,136,237,5/30/2021 22:00
238,697,163,147,238,2/28/2021 16:12
239,761,27,41,239,10/6/2021 8:40
240,584,7,99,240,4/19/2021 19:04
241,444,183,41,241,4/28/2021 17:48
242,559,172,55,242,3/23/2021 2:57
243,668,145,139,243,9/2/2021 8:01
244,628,170,27,244,2/17/2021 1:49
245,933,116,176,245,4/25/2021 18:22
246,866,126,161,246,9/20/2021 0:48
247,123,84,186,247,9/15/2021 4:14
248,37,63,35,248,6/12/2021 5:49
249,846,93,15,249,5/17/2021 6:38
250,268,39,72,250,6/29/2021 14:00
251,463,108,187,251,4/24/2021 20:36
252,445,160,13,252,12/2/2020 16:46
253,398,45,173,253,3/9/2021 9:04
254,453,28,195,254,8/29/2021 16:51
255,200,37,42,255,10/15/2021 22:58
256,407,192,60,256,5/6/2021 12:20
257,998,64,77,257,4/12/2021 23:01
258,583,151,168,258,10/6/2021 23:18
259,476,199,144,259,8/5/2021 9:06
260,271,14,176,260,11/23/2021 14:31
261,6,172,198,261,11/2/2021 16:33
262,481,1,138,262,8/5/2021 13:52
263,470,106,97,263,9/23/2021 16:50
264,985,132,89,264,12/29/2020 13:17
265,488,159,124,265,1/17/2021 8:09
266,399,164,78,266,8/16/2021 13:11
267,211,53,133,267,3/23/2021 3:23
268,4,44,78,268,7/28/2021 22:36
269,354,174,78,269,5/31/2021 5:51
270,597,96,74,270,4/28/2021 18:28
271,888,2,19,271,6/4/2021 16:26
272,302,26,131,272,10/19/2021 12:53
273,780,176,183,273,4/3/2021 1:22
274,100,57,129,274,2/27/2021 7:02
275,233,124,92,275,2/2/2021 12:52
276,940,115,197,276,12/19/2020 11:05
277,322,34,194,277,6/29/2021 6:29
278,202,12,63,278,8/27/2021 23:05
279,590,98,111,279,12/16/2020 9:22
280,92,170,196,280,2/18/2021 0:52
281,291,42,65,281,8/4/2021 19:44
282,441,138,19,282,6/4/2021 9:01
283,887,174,102,283,11/9/2021 23:20
284,101,178,112,284,6/25/2021 1:00
285,51,163,76,285,8/30/2021 10:59
286,713,43,122,286,8/12/2021 1:32
287,5,46,43,287,11/24/2021 2:03
288,792,111,157,288,1/25/2021 11:24
289,403,29,195,289,3/16/2021 2:21
290,751,68,156,290,7/20/2021 12:51
291,669,18,50,291,2/14/2021 14:39
292,816,107,10,292,7/25/2021 19:35
293,636,187,173,293,7/19/2021 2:29
294,843,169,103,294,2/9/2021 15:47
295,790,9,182,295,8/22/2021 11:00
296,160,126,95,296,5/15/2021 15:39
297,262,44,128,297,7/30/2021 7:57
298,655,6,91,298,9/1/2021 4:34
299,842,127,30,299,1/9/2021 6:45
300,705,75,192,300,11/22/2021 23:22
301,142,13,40,301,4/21/2021 23:04
302,640,45,68,302,8/14/2021 10:10
303,464,151,189,303,4/5/2021 9:46
304,634,81,41,304,4/24/2021 0:37
305,288,188,91,305,8/4/2021 22:15
306,624,150,93,306,5/6/2021 14:50
307,46,157,198,307,3/11/2021 5:34
308,504,98,56,308,10/8/2021 17:27
309,908,119,24,309,3/26/2021 12:57
310,138,175,167,310,10/9/2021 0:43
311,492,33,135,311,7/14/2021 22:28
312,1000,5,183,312,4/3/2021 18:13
313,640,45,115,313,4/9/2021 17:06
314,808,162,5,314,10/25/2021 2:13
315,589,37,67,315,10/29/2021 9:03
316,832,161,34,316,5/9/2021 11:09
317,352,134,11,317,12/2/2020 19:06
318,655,83,175,318,3/28/2021 7:17
319,808,10,86,319,1/15/2021 10:23
320,51,79,119,320,12/31/2020 14:29
321,249,32,103,321,1/23/2021 23:14
322,958,122,53,322,5/23/2021 22:05
323,988,33,57,323,3/17/2021 20:14
324,588,53,160,324,9/20/2021 4:35
325,860,24,174,325,12/8/2020 23:17
326,327,72,88,326,9/14/2021 16:33
327,51,152,193,327,3/2/2021 21:00
328,280,195,3,328,4/13/2021 21:19
329,22,175,16,329,2/13/2021 22:51
330,554,94,175,330,6/30/2021 14:44
331,236,30,95,331,4/22/2021 21:39
332,762,54,157,332,2/5/2021 8:15
333,1000,116,16,333,7/27/2021 3:58
334,386,57,139,334,5/7/2021 1:14
335,976,13,68,335,3/25/2021 19:55
336,580,4,89,336,11/27/2021 11:39
337,658,53,39,337,4/30/2021 22:11
338,967,172,1,338,11/17/2021 13:51
339,236,148,64,339,11/19/2021 18:26
340,732,133,151,340,1/29/2021 4:37
341,302,61,161,341,3/7/2021 22:45
342,318,154,186,342,2/28/2021 17:06
343,849,175,130,343,9/27/2021 1:38
344,751,100,40,344,2/9/2021 19:38
345,614,167,87,345,4/3/2021 10:53
346,210,120,71,346,5/3/2021 22:14
347,641,134,85,347,4/12/2021 23:50
348,954,2,39,348,8/5/2021 4:10
349,283,48,190,349,3/6/2021 0:40
350,643,133,106,350,2/22/2021 14:44
351,8,25,187,351,12/10/2020 9:32
352,309,19,131,352,4/29/2021 8:02
353,493,75,96,353,1/19/2021 22:18
354,652,147,77,354,12/29/2020 4:31
355,779,179,8,355,10/8/2021 3:11
356,639,37,17,356,8/2/2021 11:12
357,748,133,109,357,2/10/2021 17:44
358,265,15,68,358,12/29/2020 22:54
359,701,147,182,359,3/7/2021 22:54
360,235,107,198,360,4/15/2021 8:28
361,657,191,35,361,7/2/2021 5:54
362,548,32,140,362,3/1/2021 1:50
363,778,62,61,363,11/14/2021 17:46
364,632,133,138,364,1/5/2021 22:39
365,17,122,9,365,7/17/2021 23:06
366,43,85,127,366,4/30/2021 1:28
367,646,94,145,367,1/6/2021 16:41
368,768,40,111,368,6/6/2021 19:19
369,527,36,196,369,8/9/2021 2:43
370,633,101,83,370,5/4/2021 18:45
371,413,151,30,371,2/7/2021 3:29
372,960,167,37,372,12/5/2020 19:31
373,36,93,66,373,1/4/2021 5:42
374,674,104,144,374,4/19/2021 4:41
375,587,26,176,375,3/12/2021 20:50
376,163,75,145,376,4/25/2021 6:25
377,670,175,175,377,5/30/2021 13:37
378,107,199,156,378,10/23/2021 8:18
379,815,181,164,379,11/25/2021 6:02
380,440,181,34,380,7/26/2021 4:39
381,367,87,54,381,8/5/2021 4:27
382,194,72,116,382,6/22/2021 6:18
383,887,112,16,383,3/8/2021 16:25
384,756,148,87,384,10/2/2021 14:42
385,809,158,147,385,10/22/2021 16:28
386,645,152,123,386,11/4/2021 6:45
387,239,170,182,387,5/27/2021 13:08
388,287,42,102,388,2/4/2021 21:02
389,773,68,52,389,11/10/2021 10:54
390,173,164,132,390,8/19/2021 15:09
391,163,128,117,391,12/27/2020 7:58
392,769,146,157,392,5/13/2021 7:36
393,592,117,54,393,5/6/2021 21:20
394,776,107,36,394,7/14/2021 16:53
395,856,186,2,395,6/18/2021 11:30
396,172,184,168,396,4/6/2021 17:11
397,884,101,153,397,5/30/2021 4:33
398,859,78,43,398,7/22/2021 4:54
399,476,97,21,399,3/5/2021 23:52
400,204,21,69,400,12/28/2020 16:56
401,210,135,105,401,4/3/2021 6:08
402,803,157,122,402,11/9/2021 16:45
403,429,19,115,403,1/10/2021 22:58
404,109,145,161,404,10/31/2021 9:52
405,165,14,124,405,2/27/2021 21:07
406,536,133,100,406,10/29/2021 8:15
407,1000,88,177,407,12/11/2020 22:44
408,824,142,14,408,7/30/2021 2:47
409,987,184,127,409,9/13/2021 14:23
410,246,121,199,410,6/3/2021 9:10
411,295,192,193,411,5/10/2021 4:55
412,221,168,135,412,10/31/2021 6:53
413,680,2,27,413,11/6/2021 20:37
414,105,6,188,414,4/11/2021 15:10
415,784,54,149,415,12/10/2020 22:56
416,537,128,19,416,11/30/2020 6:14
417,537,177,169,417,4/8/2021 17:32
418,384,131,187,418,2/26/2021 9:04
419,172,102,43,419,2/5/2021 11:37
420,330,39,136,420,5/11/2021 9:27
421,47,87,65,421,11/5/2021 0:36
422,237,122,79,422,11/24/2021 2:43
423,114,184,189,423,11/6/2021 23:42
424,330,112,160,424,11/6/2021 5:48
425,950,134,98,425,6/13/2021 21:26
426,41,63,118,426,7/18/2021 15:05
427,585,11,50,427,4/5/2021 8:17
428,195,70,109,428,5/25/2021 23:28
429,969,133,12,429,7/15/2021 10:19
430,872,83,63,430,11/16/2021 4:25
431,807,172,96,431,2/28/2021 9:39
432,942,145,169,432,5/2/2021 4:42
433,320,118,24,433,11/12/2021 14:39
434,970,118,28,434,8/22/2021 17:51
435,599,18,74,435,10/14/2021 19:23
436,619,186,193,436,11/15/2021 7:54
437,329,33,111,437,1/15/2021 4:16
438,116,178,139,438,3/5/2021 23:12
439,359,88,196,439,8/30/2021 2:00
440,171,107,189,440,4/25/2021 18:22
441,385,90,128,441,4/11/2021 0:12
442,70,113,10,442,12/25/2020 6:37
443,310,26,50,443,10/1/2021 15:08
444,421,138,166,444,2/5/2021 22:13
445,815,69,140,445,11/23/2021 4:43
446,44,133,66,446,7/17/2021 6:25
447,760,160,16,447,10/24/2021 14:30
448,905,35,153,448,9/7/2021 17:20
449,155,25,76,449,9/2/2021 0:58
450,701,173,130,450,6/2/2021 23:05
451,75,9,191,451,5/26/2021 9:30
452,978,185,89,452,3/6/2021 9:26
453,278,124,41,453,1/22/2021 14:51
454,503,143,148,454,6/8/2021 5:26
455,35,30,183,455,1/30/2021 3:52
456,410,89,96,456,2/23/2021 16:06
457,736,192,197,457,2/26/2021 13:22
458,24,58,73,458,5/7/2021 1:04
459,885,186,158,459,2/23/2021 12:22
460,609,49,150,460,12/28/2020 16:48
461,741,67,179,461,4/20/2021 10:34
462,495,52,39,462,3/8/2021 6:53
463,249,30,171,463,11/4/2021 8:49
464,363,144,178,464,4/7/2021 23:43
465,792,85,196,465,6/5/2021 23:33
466,58,59,98,466,8/25/2021 3:53
467,850,93,113,467,7/14/2021 15:11
468,689,70,24,468,3/24/2021 15:18
469,418,34,165,469,9/30/2021 17:50
470,370,147,183,470,12/30/2020 12:09
471,681,19,178,471,5/22/2021 1:16
472,461,93,58,472,12/19/2020 10:09
473,529,191,24,473,8/21/2021 22:25
474,675,76,51,474,12/6/2020 23:43
475,613,183,166,475,12/2/2020 20:12
476,806,120,157,476,9/20/2021 14:11
477,378,63,165,477,2/10/2021 10:28
478,799,100,42,478,1/2/2021 4:29
479,143,106,187,479,9/19/2021 21:48
480,875,66,13,480,9/7/2021 4:06
481,535,147,121,481,8/23/2021 21:29
482,631,36,22,482,6/30/2021 5:40
483,253,65,2,483,2/22/2021 0:15
484,162,77,52,484,1/29/2021 9:32
485,457,49,169,485,3/21/2021 19:52
486,843,4,200,486,3/16/2021 21:24
487,120,63,4,487,8/5/2021 13:58
488,350,167,112,488,7/24/2021 10:01
489,926,105,25,489,7/26/2021 21:02
490,372,113,197,490,11/9/2021 17:47
491,682,40,109,491,12/26/2020 21:31
492,14,72,144,492,5/31/2021 7:23
493,488,109,172,493,9/7/2021 23:12
494,278,131,141,494,8/15/2021 3:07
495,400,15,191,495,7/30/2021 2:20
496,106,111,77,496,3/11/2021 6:29
497,35,196,124,497,4/25/2021 17:00
498,907,58,90,498,8/27/2021 3:04
499,690,157,188,499,6/22/2021 10:09
500,628,13,118,500,12/18/2020 14:49
501,620,37,182,501,7/16/2021 4:17
502,570,27,156,502,5/12/2021 12:15
503,564,186,116,503,9/10/2021 10:25
504,696,149,198,504,6/19/2021 16:49
505,313,143,130,505,1/12/2021 15:30
506,262,137,48,506,12/25/2020 20:54
507,504,6,191,507,7/12/2021 17:51
508,919,87,35,508,8/22/2021 1:16
509,507,48,30,509,7/14/2021 4:41
510,456,34,148,510,12/10/2020 19:45
511,482,22,115,511,4/12/2021 6:28
512,259,80,67,512,8/19/2021 4:58
513,753,146,182,513,6/17/2021 12:01
514,308,52,20,514,6/26/2021 6:56
515,998,138,85,515,11/16/2021 18:18
516,735,97,21,516,12/3/2020 2:18
517,487,52,193,517,6/7/2021 2:31
518,779,178,42,518,11/9/2021 7:25
519,692,39,163,519,10/16/2021 16:55
520,874,2,64,520,3/25/2021 11:50
521,870,10,193,521,8/12/2021 17:49
522,273,4,68,522,11/20/2021 0:00
523,485,110,3,523,10/10/2021 17:01
524,909,29,66,524,5/17/2021 6:37
525,836,142,69,525,5/19/2021 0:01
526,460,76,33,526,10/18/2021 15:37
527,334,158,183,527,9/24/2021 15:53
528,353,103,45,528,8/10/2021 3:27
529,866,140,3,529,4/24/2021 1:58
530,145,19,41,530,8/27/2021 15:25
531,829,200,121,531,6/28/2021 12:52
532,284,132,196,532,12/28/2020 10:23
533,395,173,48,533,4/10/2021 22:35
534,99,193,56,534,7/12/2021 15:54
535,796,23,148,535,3/26/2021 15:23
536,666,101,131,536,4/11/2021 17:19
537,304,167,14,537,9/12/2021 6:14
538,20,181,34,538,3/29/2021 8:55
539,972,116,193,539,4/14/2021 8:14
540,575,54,23,540,5/13/2021 20:55
541,233,52,153,541,7/23/2021 2:52
542,911,187,92,542,11/28/2021 23:47
543,393,34,23,543,3/20/2021 7:33
544,21,24,160,544,6/23/2021 17:57
545,911,152,199,545,3/26/2021 8:52
546,788,188,77,546,4/25/2021 2:01
547,922,115,40,547,8/27/2021 12:50
548,252,55,58,548,7/13/2021 5:37
549,79,172,188,549,8/20/2021 3:58
550,337,81,199,550,10/2/2021 22:43
551,559,81,60,551,3/6/2021 14:45
552,866,166,2,552,9/2/2021 4:28
553,509,117,10,553,9/2/2021 22:48
554,36,134,111,554,7/26/2021 2:07
555,925,1,141,555,5/11/2021 17:03
556,445,187,68,556,6/30/2021 13:16
557,322,132,1,557,10/7/2021 7:59
558,801,134,119,558,6/7/2021 21:11
559,211,178,93,559,12/14/2020 0:54
560,916,123,144,560,1/9/2021 6:20
561,510,7,17,561,10/14/2021 17:49
562,54,154,149,562,7/22/2021 11:22
563,120,46,183,563,5/28/2021 5:12
564,293,187,38,564,7/4/2021 6:13
565,321,110,36,565,2/18/2021 10:40
566,295,3,196,566,3/24/2021 4:01
567,275,175,81,567,9/23/2021 18:25
568,100,43,43,568,5/28/2021 13:36
569,330,77,168,569,10/8/2021 1:43
570,325,74,113,570,1/23/2021 10:18
571,737,3,68,571,7/31/2021 9:11
572,747,6,35,572,4/30/2021 4:35
573,160,190,13,573,10/16/2021 0:28
574,877,2,144,574,11/20/2021 19:22
575,223,108,125,575,6/25/2021 22:00
576,678,26,82,576,8/13/2021 22:43
577,191,68,98,577,2/14/2021 15:14
578,29,149,191,578,3/24/2021 20:11
579,972,25,181,579,4/26/2021 19:30
580,597,94,60,580,8/7/2021 15:17
581,821,35,184,581,7/21/2021 4:06
582,192,120,117,582,3/24/2021 0:43
583,435,38,93,583,5/3/2021 3:27
584,879,3,61,584,1/2/2021 6:20
585,787,33,25,585,4/29/2021 12:14
586,98,36,68,586,1/12/2021 17:35
587,931,163,124,587,2/6/2021 21:39
588,148,147,127,588,1/17/2021 14:34
589,103,76,109,589,5/30/2021 21:41
590,933,31,76,590,2/7/2021 11:02
591,132,175,100,591,1/11/2021 18:35
592,780,106,167,592,5/13/2021 4:52
593,703,53,192,593,3/15/2021 13:29
594,657,18,49,594,11/4/2021 18:41
595,740,182,95,595,4/29/2021 11:07
596,444,149,95,596,1/27/2021 16:02
597,423,54,152,597,1/31/2021 0:36
598,83,174,154,598,1/17/2021 16:53
599,654,108,169,599,3/17/2021 4:12
600,207,167,17,600,8/4/2021 3:54
601,774,137,151,601,8/2/2021 16:57
602,494,51,34,602,4/5/2021 21:31
603,56,106,13,603,9/4/2021 21:33
604,252,10,125,604,7/25/2021 11:43
605,180,78,163,605,3/18/2021 21:43
606,746,113,156,606,1/7/2021 13:46
607,408,97,137,607,8/15/2021 11:21
608,351,155,61,608,10/10/2021 5:10
609,141,56,101,609,3/7/2021 16:58
610,993,117,184,610,3/21/2021 21:43
611,886,13,86,611,1/30/2021 23:25
612,972,21,108,612,8/14/2021 20:59
613,161,136,139,613,4/28/2021 20:35
614,302,53,152,614,7/1/2021 22:26
615,496,174,59,615,2/11/2021 16:23
616,829,65,59,616,11/20/2021 17:04
617,427,66,85,617,4/25/2021 18:04
618,523,43,19,618,4/4/2021 10:58
619,975,155,111,619,4/12/2021 21:55
620,199,118,13,620,10/4/2021 19:39
621,83,128,193,621,10/12/2021 20:46
622,49,116,140,622,9/25/2021 22:41
623,27,37,115,623,1/29/2021 7:34
624,275,8,74,624,4/25/2021 15:14
625,23,115,97,625,3/5/2021 2:43
626,428,124,190,626,9/26/2021 5:33
627,501,5,78,627,2/16/2021 14:47
628,974,191,74,628,8/12/2021 22:40
629,728,84,74,629,3/3/2021 23:46
630,714,9,130,630,6/30/2021 17:57
631,904,41,188,631,12/4/2020 14:27
632,862,114,39,632,12/23/2020 4:53
633,877,150,81,633,9/16/2021 14:55
634,365,177,136,634,6/22/2021 14:28
635,125,99,174,635,9/3/2021 0:51
636,739,19,45,636,1/17/2021 7:28
637,652,187,18,637,2/24/2021 16:12
638,815,110,17,638,9/14/2021 19:05
639,537,33,25,639,11/1/2021 5:51
640,671,6,183,640,3/9/2021 19:10
641,924,75,134,641,3/5/2021 14:25
642,137,67,57,642,10/20/2021 10:18
643,582,130,33,643,2/15/2021 3:57
644,17,175,60,644,12/9/2020 19:04
645,146,128,113,645,4/2/2021 12:26
646,455,190,169,646,6/7/2021 23:55
647,280,33,57,647,9/8/2021 13:13
648,737,24,145,648,7/27/2021 7:01
649,476,35,3,649,12/25/2020 6:58
650,67,179,164,650,1/17/2021 6:15
651,506,137,42,651,12/29/2020 12:11
652,761,38,41,652,5/22/2021 16:12
653,102,106,155,653,3/23/2021 18:21
654,477,121,154,654,10/24/2021 11:20
655,777,4,27,655,2/26/2021 2:23
656,541,9,85,656,3/14/2021 17:27
657,232,24,163,657,8/7/2021 17:47
658,614,88,197,658,4/12/2021 19:01
659,824,38,149,659,7/23/2021 10:33
660,945,85,177,660,9/2/2021 1:18
661,550,186,42,661,1/1/2021 8:59
662,965,59,84,662,3/23/2021 18:27
